Condition,Rating,Statement,ConditionR,RatingR,Manipulation
-1,4,I am generally unconvinced whether,1,1,Qualitative 2
3,7,I am convinced that,-3,-2,Qualitative 2
2,7,I am reasonably convinced that,-2,-2,Qualitative 2
3,8,I am convinced that,-3,-3,Qualitative 2
2,6,I am reasonably convinced that,-2,-1,Qualitative 2
1,4,I am generally convinced that,-1,1,Qualitative 2
0,3,I am examining whether,-0,2,Qualitative 2
0,5,I am examining whether,-0,-0,Qualitative 2
1,1,I am generally convinced that,-1,4,Qualitative 2
-2,2,I am unconvinced whether or not,2,3,Qualitative 2
-2,3,I am unconvinced whether or not,2,2,Qualitative 2
-1,7,I am generally unconvinced whether,1,-2,Qualitative 2
2,7,I am reasonably convinced that,-2,-2,Qualitative 2
4,9,I am absolutely convinced that,-4,-4,Qualitative 2
-1,3,I am generally unconvinced whether,1,2,Qualitative 2
-1,1,I am generally unconvinced whether,1,4,Qualitative 2
3,6,I am convinced that,-3,-1,Qualitative 2
4,8,I am absolutely convinced that,-4,-3,Qualitative 2
-2,2,I am unconvinced whether or not,2,3,Qualitative 2
2,6,I am reasonably convinced that,-2,-1,Qualitative 2
-2,3,I am unconvinced whether or not,2,2,Qualitative 2
3,8,I am convinced that,-3,-3,Qualitative 2
1,6,I am generally convinced that,-1,-1,Qualitative 2
1,7,I am generally convinced that,-1,-2,Qualitative 2
0,5,I am examining whether,-0,-0,Qualitative 2
0,3,I am examining whether,-0,2,Qualitative 2
2,7,I am reasonably convinced that,-2,-2,Qualitative 2
-2,7,I am unconvinced whether or not,2,-2,Qualitative 2
4,9,I am absolutely convinced that,-4,-4,Qualitative 2
0,6,I am examining whether,-0,-1,Qualitative 2
1,6,I am generally convinced that,-1,-1,Qualitative 2
1,5,I am generally convinced that,-1,-0,Qualitative 2
4,7,I am absolutely convinced that,-4,-2,Qualitative 2
-1,3,I am generally unconvinced whether,1,2,Qualitative 2
2,6,I am reasonably convinced that,-2,-1,Qualitative 2
-2,2,I am unconvinced whether or not,2,3,Qualitative 2
3,7,I am convinced that,-3,-2,Qualitative 2
-1,6,I am generally unconvinced whether,1,-1,Qualitative 2
4,8,I am absolutely convinced that,-4,-3,Qualitative 2
3,8,I am convinced that,-3,-3,Qualitative 2
2,7,I am reasonably convinced that,-2,-2,Qualitative 2
4,8,I am absolutely convinced that,-4,-3,Qualitative 2
2,3,I am reasonably convinced that,-2,2,Qualitative 2
1,4,I am generally convinced that,-1,1,Qualitative 2
3,8,I am convinced that,-3,-3,Qualitative 2
-2,4,I am unconvinced whether or not,2,1,Qualitative 2
1,7,I am generally convinced that,-1,-2,Qualitative 2
2,6,I am reasonably convinced that,-2,-1,Qualitative 2
-1,4,I am generally unconvinced whether,1,1,Qualitative 2
-1,8,I am generally unconvinced whether,1,-3,Qualitative 2
0,5,I am examining whether,-0,-0,Qualitative 2
4,9,I am absolutely convinced that,-4,-4,Qualitative 2
-2,4,I am unconvinced whether or not,2,1,Qualitative 2
-1,6,I am generally unconvinced whether,1,-1,Qualitative 2
-2,4,I am unconvinced whether or not,2,1,Qualitative 2
1,7,I am generally convinced that,-1,-2,Qualitative 2
1,4,I am generally convinced that,-1,1,Qualitative 2
3,9,I am convinced that,-3,-4,Qualitative 2
4,7,I am absolutely convinced that,-4,-2,Qualitative 2
3,8,I am convinced that,-3,-3,Qualitative 2
3,8,I am convinced that,-3,-3,Qualitative 2
0,4,I am examining whether,-0,1,Qualitative 2
1,6,I am generally convinced that,-1,-1,Qualitative 2
0,3,I am examining whether,-0,2,Qualitative 2
0,5,I am examining whether,-0,-0,Qualitative 2
4,9,I am absolutely convinced that,-4,-4,Qualitative 2
4,8,I am absolutely convinced that,-4,-3,Qualitative 2
3,9,I am convinced that,-3,-4,Qualitative 2
2,8,I am reasonably convinced that,-2,-3,Qualitative 2
2,5,I am reasonably convinced that,-2,-0,Qualitative 2
2,6,I am reasonably convinced that,-2,-1,Qualitative 2
1,4,I am generally convinced that,-1,1,Qualitative 2
-2,8,I am unconvinced whether or not,2,-3,Qualitative 2
-2,7,I am unconvinced whether or not,2,-2,Qualitative 2
-1,7,I am generally unconvinced whether,1,-2,Qualitative 2
-1,3,I am generally unconvinced whether,1,2,Qualitative 2
0,7,I am examining whether,-0,-2,Qualitative 2
1,6,I am generally convinced that,-1,-1,Qualitative 2
3,9,I am convinced that,-3,-4,Qualitative 2
-2,3,I am unconvinced whether or not,2,2,Qualitative 2
-1,7,I am generally unconvinced whether,1,-2,Qualitative 2
3,7,I am convinced that,-3,-2,Qualitative 2
4,8,I am absolutely convinced that,-4,-3,Qualitative 2
0,9,I am examining whether,-0,-4,Qualitative 2
2,6,I am reasonably convinced that,-2,-1,Qualitative 2
2,8,I am reasonably convinced that,-2,-3,Qualitative 2
1,6,I am generally convinced that,-1,-1,Qualitative 2
2,7,I am reasonably convinced that,-2,-2,Qualitative 2
0,4,I am examining whether,-0,1,Qualitative 2
-2,2,I am unconvinced whether or not,2,3,Qualitative 2
2,7,I am reasonably convinced that,-2,-2,Qualitative 2
0,6,I am examining whether,-0,-1,Qualitative 2
1,6,I am generally convinced that,-1,-1,Qualitative 2
-1,6,I am generally unconvinced whether,1,-1,Qualitative 2
4,7,I am absolutely convinced that,-4,-2,Qualitative 2
-2,3,I am unconvinced whether or not,2,2,Qualitative 2
4,9,I am absolutely convinced that,-4,-4,Qualitative 2
-2,6,I am unconvinced whether or not,2,-1,Qualitative 2
1,7,I am generally convinced that,-1,-2,Qualitative 2
1,6,I am generally convinced that,-1,-1,Qualitative 2
0,6,I am examining whether,-0,-1,Qualitative 2
4,9,I am absolutely convinced that,-4,-4,Qualitative 2
4,9,I am absolutely convinced that,-4,-4,Qualitative 2
-2,6,I am unconvinced whether or not,2,-1,Qualitative 2
3,3,I am convinced that,-3,2,Qualitative 2
0,4,I am examining whether,-0,1,Qualitative 2
-1,3,I am generally unconvinced whether,1,2,Qualitative 2
3,8,I am convinced that,-3,-3,Qualitative 2
2,6,I am reasonably convinced that,-2,-1,Qualitative 2
-1,7,I am generally unconvinced whether,1,-2,Qualitative 2
-1,3,I am generally unconvinced whether,1,2,Qualitative 2
-2,5,I am unconvinced whether or not,2,-0,Qualitative 2
4,9,I am absolutely convinced that,-4,-4,Qualitative 2
0,3,I am examining whether,-0,2,Qualitative 2
1,7,I am generally convinced that,-1,-2,Qualitative 2
-1,8,I am generally unconvinced whether,1,-3,Qualitative 2
3,7,I am convinced that,-3,-2,Qualitative 2
-2,9,I am unconvinced whether or not,2,-4,Qualitative 2
3,3,I am convinced that,-3,2,Qualitative 2
1,6,I am generally convinced that,-1,-1,Qualitative 2
2,6,I am reasonably convinced that,-2,-1,Qualitative 2
2,7,I am reasonably convinced that,-2,-2,Qualitative 2
-3,7,I am desperately unconvinced whether,3,-2,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,8,I am desperately unconvinced whether,3,-3,Qualitative 2
-3,2,I am desperately unconvinced whether,3,3,Qualitative 2
-3,2,I am desperately unconvinced whether,3,3,Qualitative 2
-3,4,I am desperately unconvinced whether,3,1,Qualitative 2
-3,2,I am desperately unconvinced whether,3,3,Qualitative 2
-3,2,I am desperately unconvinced whether,3,3,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,6,I am desperately unconvinced whether,3,-1,Qualitative 2
-3,6,I am desperately unconvinced whether,3,-1,Qualitative 2
-3,9,I am desperately unconvinced whether,3,-4,Qualitative 2
-3,5,I am desperately unconvinced whether,3,-0,Qualitative 2
-3,5,I am desperately unconvinced whether,3,-0,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,9,I am desperately unconvinced whether,3,-4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,5,I am desperately unconvinced whether,3,-0,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,4,I am desperately unconvinced whether,3,1,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,3,I am desperately unconvinced whether,3,2,Qualitative 2
-3,8,I am desperately unconvinced whether,3,-3,Qualitative 2
-3,7,I am desperately unconvinced whether,3,-2,Qualitative 2
-3,3,I am desperately unconvinced whether,3,2,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,7,I am desperately unconvinced whether,3,-2,Qualitative 2
-3,6,I am desperately unconvinced whether,3,-1,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,9,I am desperately unconvinced whether,3,-4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,2,I am desperately unconvinced whether,3,3,Qualitative 2
-3,3,I am desperately unconvinced whether,3,2,Qualitative 2
-3,4,I am desperately unconvinced whether,3,1,Qualitative 2
-3,3,I am desperately unconvinced whether,3,2,Qualitative 2
-3,9,I am desperately unconvinced whether,3,-4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,2,I am desperately unconvinced whether,3,3,Qualitative 2
-3,8,I am desperately unconvinced whether,3,-3,Qualitative 2
-3,2,I am desperately unconvinced whether,3,3,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,1,I am desperately unconvinced whether,3,4,Qualitative 2
-3,2,I am desperately unconvinced whether,3,3,Qualitative 2
-3,6,I am desperately unconvinced whether,3,-1,Qualitative 2
-4,3,I seriously don't know... I'm desperately unconvinced whether,4,2,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,4,I seriously don't know... I'm desperately unconvinced whether,4,1,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,3,I seriously don't know... I'm desperately unconvinced whether,4,2,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,4,I seriously don't know... I'm desperately unconvinced whether,4,1,Qualitative 2
-4,5,I seriously don't know... I'm desperately unconvinced whether,4,-0,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,3,I seriously don't know... I'm desperately unconvinced whether,4,2,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,6,I seriously don't know... I'm desperately unconvinced whether,4,-1,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,4,I seriously don't know... I'm desperately unconvinced whether,4,1,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,9,I seriously don't know... I'm desperately unconvinced whether,4,-4,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,2,I seriously don't know... I'm desperately unconvinced whether,4,3,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,4,I seriously don't know... I'm desperately unconvinced whether,4,1,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,4,I seriously don't know... I'm desperately unconvinced whether,4,1,Qualitative 2
-4,3,I seriously don't know... I'm desperately unconvinced whether,4,2,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,4,I seriously don't know... I'm desperately unconvinced whether,4,1,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,6,I seriously don't know... I'm desperately unconvinced whether,4,-1,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
-4,1,I seriously don't know... I'm desperately unconvinced whether,4,4,Qualitative 2
